t_s,A_40GHz_dB,A_1550nm_dB,ILWC_kg_m2
7193,0.000000,0.0000,0.000000
7194,0.000000,0.0000,0.000000
7195,0.000000,0.0000,0.000000
7196,0.000000,0.0000,0.000000
7197,0.000000,0.0000,0.000000
7198,0.000000,0.0000,0.000000
7199,0.000000,0.0000,0.000000
7200,0.000000,0.0000,0.000000
7201,0.000000,0.0000,0.000000
7202,0.000000,0.0000,0.000000
7203,0.000000,0.0000,0.000000
7204,0.000000,0.0000,0.000000
7205,0.000000,0.0000,0.000000
7206,0.000000,0.0000,0.000000
7207,0.000000,0.0000,0.000000
7208,0.000000,0.0000,0.000000
7209,0.000000,0.0000,0.000000
7210,0.000000,0.0000,0.000000
7211,0.000000,0.0000,0.000000
7212,0.000000,0.0000,0.000000
7213,0.000000,0.0000,0.000000
7214,0.000000,0.0000,0.000000
7215,0.000000,0.0000,0.000000
7216,0.000000,0.0000,0.000000
7217,0.000000,0.0000,0.000000
7218,0.000000,0.0000,0.000000
7219,0.000000,0.0000,0.000000
7220,0.000000,0.0000,0.000000
7221,0.000000,0.0000,0.000000
7222,0.000000,0.0000,0.000000
7223,0.000000,0.0000,0.000000
7224,0.000000,0.0000,0.000000
7225,0.000000,0.0000,0.000000
7226,0.000000,0.0000,0.000000
7227,0.000000,0.0000,0.000000
7228,0.000000,0.0000,0.000000
7229,0.000000,0.0000,0.000000
7230,0.000000,0.0000,0.000000
7231,0.000000,0.0000,0.000000
7232,0.000000,0.0000,0.000000
7233,0.000000,0.0000,0.000000
7234,0.000000,0.0000,0.000000
7235,0.000000,0.0000,0.000000
7236,0.000000,0.0000,0.000000
7237,0.000000,0.0000,0.000000
7238,0.000000,0.0000,0.000000
7239,0.000000,0.0000,0.000000
7240,0.000000,0.0000,0.000000
7241,0.000000,0.0000,0.000000
7242,0.000000,0.0000,0.000000
7243,0.000000,0.0000,0.000000
7244,0.000000,0.0000,0.000000
7245,0.000000,0.0000,0.000000
7246,0.000000,0.0000,0.000000
7247,0.000000,0.0000,0.000000
7248,0.000000,0.0000,0.000000
7249,0.000000,0.0000,0.000000
7250,0.000000,0.0000,0.000000
7251,0.000000,0.0000,0.000000
7252,0.000000,0.0000,0.000000
7253,0.000000,0.0000,0.000000
7254,0.000000,0.0000,0.000000
7255,0.000000,0.0000,0.000000
7256,0.000000,0.0000,0.000000
7257,0.000000,0.0000,0.000000
7258,0.000000,0.0000,0.000000
7259,0.000000,0.0000,0.000000
7260,0.000000,0.0000,0.000000
7261,0.000000,0.0000,0.000000
7262,0.000000,0.0000,0.000000
7263,0.000000,0.0000,0.000000
7264,0.000000,0.0000,0.000000
7265,0.000000,0.0000,0.000000
7266,0.000000,0.0000,0.000000
7267,0.000000,0.0000,0.000000
7268,0.000000,0.0000,0.000000
7269,0.000000,0.0000,0.000000
7270,0.000000,0.0000,0.000000
7271,0.000000,0.0000,0.000000
7272,0.000000,0.0000,0.000000
7273,0.000000,0.0000,0.000000
7274,0.000000,0.0000,0.000000
7275,0.000000,0.0000,0.000000
7276,0.000000,0.0000,0.000000
7277,0.000000,0.0000,0.000000
7278,0.000000,0.0000,0.000000
7279,0.000000,0.0000,0.000000
7280,0.000000,0.0000,0.000000
7281,0.000000,0.0000,0.000000
7282,0.000000,0.0000,0.000000
7283,0.000000,0.0000,0.000000
7284,0.000000,0.0000,0.000000
7285,0.000000,0.0000,0.000000
7286,0.000000,0.0000,0.000000
7287,0.000000,0.0000,0.000000
7288,0.000000,0.0000,0.000000
7289,0.000000,0.0000,0.000000
7290,0.000000,0.0000,0.000000
7291,0.000000,0.0000,0.000000
7292,0.000000,0.0000,0.000000
7293,0.000000,0.0000,0.000000
7294,0.000000,0.0000,0.000000
7295,0.000000,0.0000,0.000000
7296,0.000000,0.0000,0.000000
7297,0.000000,0.0000,0.000000
7298,0.000000,0.0000,0.000000
7299,0.000000,0.0000,0.000000
7300,0.000000,0.0000,0.000000
7301,0.000000,0.0000,0.000000
7302,0.000000,0.0000,0.000000
7303,0.000000,0.0000,0.000000
7304,0.000000,0.0000,0.000000
7305,0.000000,0.0000,0.000000
7306,0.000000,0.0000,0.000000
7307,0.000000,0.0000,0.000000
7308,0.000000,0.0000,0.000000
7309,0.000000,0.0000,0.000000
7310,0.000000,0.0000,0.000000
7311,0.000000,0.0000,0.000000
7312,0.000000,0.0000,0.000000
7313,0.000000,0.0000,0.000000
7314,0.000000,0.0000,0.000000
7315,0.000000,0.0000,0.000000
7316,0.000000,0.0000,0.000000
7317,0.000000,0.0000,0.000000
7318,0.000000,0.0000,0.000000
7319,0.000000,0.0000,0.000000
7320,0.000000,0.0000,0.000000
7321,0.000000,0.0000,0.000000
7322,0.000000,0.0000,0.000000
7323,0.000000,0.0000,0.000000
7324,0.000000,0.0000,0.000000
7325,0.000000,0.0000,0.000000
7326,0.000000,0.0000,0.000000
7327,0.000000,0.0000,0.000000
7328,0.000000,0.0000,0.000000
7329,0.000000,0.0000,0.000000
7330,0.000000,0.0000,0.000000
7331,0.000000,0.0000,0.000000
7332,0.000000,0.0000,0.000000
7333,0.000000,0.0000,0.000000
7334,0.000000,0.0000,0.000000
7335,0.000000,0.0000,0.000000
7336,0.000000,0.0000,0.000000
7337,0.000000,0.0000,0.000000
7338,0.000000,0.0000,0.000000
7339,0.000000,0.0000,0.000000
7340,0.000000,0.0000,0.000000
7341,0.000000,0.0000,0.000000
7342,0.000000,0.0000,0.000000
7343,0.000000,0.0000,0.000000
7344,0.000000,0.0000,0.000000
7345,0.000000,0.0000,0.000000
7346,0.000000,0.0000,0.000000
7347,0.000000,0.0000,0.000000
7348,0.000000,0.0000,0.000000
7349,0.000000,0.0000,0.000000
7350,0.000000,0.0000,0.000000
7351,0.000000,0.0000,0.000000
7352,0.000000,0.0000,0.000000
7353,0.000000,0.0000,0.000000
7354,0.000000,0.0000,0.000000
7355,0.000000,0.0000,0.000000
7356,0.000000,0.0000,0.000000
7357,0.000000,0.0000,0.000000
7358,0.000000,0.0000,0.000000
7359,0.000000,0.0000,0.000000
7360,0.000000,0.0000,0.000000
7361,0.000000,0.0000,0.000000
7362,0.000000,0.0000,0.000000
7363,0.000000,0.0000,0.000000
7364,0.000000,0.0000,0.000000
7365,0.000000,0.0000,0.000000
7366,0.000000,0.0000,0.000000
7367,0.000000,0.0000,0.000000
7368,0.000000,0.0000,0.000000
7369,0.000000,0.0000,0.000000
7370,0.000000,0.0000,0.000000
7371,0.000000,0.0000,0.000000
7372,0.000000,0.0000,0.000000
7373,0.000000,0.0000,0.000000
7374,0.000000,0.0000,0.000000
7375,0.000000,0.0000,0.000000
7376,0.000000,0.0000,0.000000
7377,0.000000,0.0000,0.000000
7378,0.000000,0.0000,0.000000
7379,0.000000,0.0000,0.000000
7380,0.000000,0.0000,0.000000
7381,0.000000,0.0000,0.000000
7382,0.000000,0.0000,0.000000
7383,0.000000,0.0000,0.000000
7384,0.000000,0.0000,0.000000
7385,0.000000,0.0000,0.000000
7386,0.000000,0.0000,0.000000
7387,0.000000,0.0000,0.000000
7388,0.000000,0.0000,0.000000
7389,0.000000,0.0000,0.000000
7390,0.000000,0.0000,0.000000
7391,0.000000,0.0000,0.000000
7392,0.000000,0.0000,0.000000
7393,0.000000,0.0000,0.000000
7394,0.000000,0.0000,0.000000
7395,0.000000,0.0000,0.000000
7396,0.020943,9.7856,0.063788
7397,0.000000,0.0000,0.000000
7398,0.000000,0.0000,0.000000
7399,0.000000,0.0000,0.000000
7400,0.000000,0.0000,0.000000
7401,0.000000,0.0000,0.000000
7402,0.000000,0.0000,0.000000
7403,0.000000,0.0000,0.000000
7404,0.000000,0.0000,0.000000
7405,0.000000,0.0000,0.000000
7406,0.000000,0.0000,0.000000
7407,0.000000,0.0000,0.000000
7408,0.000000,0.0000,0.000000
7409,0.000000,0.0000,0.000000
7410,0.000000,0.0000,0.000000
7411,0.000000,0.0000,0.000000
7412,0.000000,0.0000,0.000000
7413,0.000000,0.0000,0.000000
7414,0.000000,0.0000,0.000000
7415,0.000000,0.0000,0.000000
7416,0.000000,0.0000,0.000000
7417,0.000000,0.0000,0.000000
7418,0.000000,0.0000,0.000000
7419,0.000000,0.0000,0.000000
7420,0.000000,0.0000,0.000000
7421,0.000000,0.0000,0.000000
7422,0.000000,0.0000,0.000000
7423,0.000000,0.0000,0.000000
7424,0.000000,0.0000,0.000000
7425,0.000000,0.0000,0.000000
7426,0.000000,0.0000,0.000000
7427,0.000000,0.0000,0.000000
7428,0.000000,0.0000,0.000000
7429,0.000000,0.0000,0.000000
7430,0.000000,0.0000,0.000000
7431,0.000000,0.0000,0.000000
7432,0.000000,0.0000,0.000000
7433,0.000000,0.0000,0.000000
7434,0.000000,0.0000,0.000000
7435,0.000000,0.0000,0.000000
7436,0.000000,0.0000,0.000000
7437,0.000000,0.0000,0.000000
7438,0.000000,0.0000,0.000000
7439,0.000000,0.0000,0.000000
7440,0.000000,0.0000,0.000000
7441,0.000000,0.0000,0.000000
7442,0.000000,0.0000,0.000000
7443,0.000000,0.0000,0.000000
7444,0.000000,0.0000,0.000000
7445,0.000000,0.0000,0.000000
7446,0.000000,0.0000,0.000000
7447,0.000000,0.0000,0.000000
7448,0.000000,0.0000,0.000000
7449,0.000000,0.0000,0.000000
7450,0.000000,0.0000,0.000000
7451,0.000000,0.0000,0.000000
7452,0.000000,0.0000,0.000000
7453,0.000000,0.0000,0.000000
7454,0.000000,0.0000,0.000000
7455,0.000000,0.0000,0.000000
7456,0.000000,0.0000,0.000000
7457,0.000000,0.0000,0.000000
7458,0.000000,0.0000,0.000000
7459,0.000000,0.0000,0.000000
7460,0.000000,0.0000,0.000000
7461,0.000000,0.0000,0.000000
7462,0.000000,0.0000,0.000000
7463,0.000000,0.0000,0.000000
7464,0.000000,0.0000,0.000000
7465,0.000000,0.0000,0.000000
7466,0.000000,0.0000,0.000000
7467,0.000000,0.0000,0.000000
7468,0.066157,30.9124,0.039289
7469,0.120149,56.1404,0.072674
7470,0.114710,53.5993,0.069214
7471,0.133926,62.5781,0.081563
7472,0.119398,55.7895,0.072195
7473,0.000000,0.0000,0.000000
7474,0.000000,0.0000,0.000000
7475,0.000000,0.0000,0.000000
7476,0.000000,0.0000,0.000000
7477,0.000000,0.0000,0.000000
7478,0.000000,0.0000,0.052255
7479,0.000000,0.0000,0.064299
7480,0.000000,0.0000,0.000000
7481,0.000000,0.0000,0.000000
7482,0.000000,0.0000,0.000000
7483,0.000000,0.0000,0.082221
7484,0.000000,0.0000,0.059611
7485,0.000000,0.0000,0.000000
7486,0.000000,0.0000,0.000000
7487,0.000000,0.0000,0.000000
7488,0.000000,0.0000,0.000000
7489,0.000000,0.0000,0.000000
7490,0.000000,0.0000,0.000000
7491,0.000000,0.0000,0.000000
7492,0.000000,0.0000,0.000000
7493,0.000000,0.0000,0.000000
7494,0.000000,0.0000,0.000000
7495,0.000000,0.0000,0.000000
7496,0.000000,0.0000,0.000000
7497,0.000000,0.0000,0.000000
7498,0.000000,0.0000,0.000000
7499,0.000000,0.0000,0.000000
7500,0.000000,0.0000,0.000000
7501,0.000000,0.0000,0.000000
7502,0.000000,0.0000,0.000000
7503,0.000000,0.0000,0.000000
7504,0.000000,0.0000,0.000000
7505,0.000000,0.0000,0.000000
7506,0.000000,0.0000,0.000000
7507,0.000000,0.0000,0.000000
7508,0.000000,0.0000,0.000000
7509,0.000000,0.0000,0.000000
7510,0.000000,0.0000,0.000000
7511,0.000000,0.0000,0.000000
7512,0.000000,0.0000,0.000000
7513,0.000000,0.0000,0.000000
7514,0.000000,0.0000,0.000000
7515,0.000000,0.0000,0.000000
7516,0.000000,0.0000,0.000000
7517,0.000000,0.0000,0.000000
7518,0.000000,0.0000,0.000000
7519,0.000000,0.0000,0.000000
7520,0.000000,0.0000,0.000000
7521,0.000000,0.0000,0.000000
7522,0.000000,0.0000,0.000000
7523,0.000000,0.0000,0.000000
7524,0.000000,0.0000,0.000000
7525,0.000000,0.0000,0.000000
7526,0.000000,0.0000,0.000000
7527,0.000000,0.0000,0.000000
7528,0.000000,0.0000,0.000000
7529,0.000000,0.0000,0.000000
7530,0.000000,0.0000,0.000000
7531,0.000000,0.0000,0.000000
7532,0.000000,0.0000,0.000000
7533,0.000000,0.0000,0.000000
7534,0.000000,0.0000,0.000000
7535,0.000000,0.0000,0.000000
7536,0.000000,0.0000,0.000000
7537,0.000000,0.0000,0.000000
7538,0.000000,0.0000,0.000000
7539,0.000000,0.0000,0.000000
7540,0.000000,0.0000,0.000000
7541,0.000000,0.0000,0.000000
7542,0.000000,0.0000,0.000000
7543,0.000000,0.0000,0.000000
7544,0.000000,0.0000,0.000000
7545,0.000000,0.0000,0.000000
7546,0.000000,0.0000,0.000000
7547,0.000000,0.0000,0.000000
7548,0.000000,0.0000,0.000000
7549,0.000000,0.0000,0.000000
7550,0.000000,0.0000,0.000000
7551,0.000000,0.0000,0.000000
7552,0.000000,0.0000,0.000000
7553,0.000000,0.0000,0.000000
7554,0.000000,0.0000,0.000000
7555,0.000000,0.0000,0.000000
7556,0.000000,0.0000,0.000000
7557,0.000000,0.0000,0.000000
7558,0.000000,0.0000,0.000000
7559,0.000000,0.0000,0.000000
7560,0.000000,0.0000,0.000000
7561,0.000000,0.0000,0.000000
7562,0.000000,0.0000,0.000000
7563,0.000000,0.0000,0.000000
7564,0.000000,0.0000,0.000000
7565,0.000000,0.0000,0.000000
7566,0.000000,0.0000,0.000000
7567,0.000000,0.0000,0.000000
7568,0.000000,0.0000,0.000000
7569,0.000000,0.0000,0.000000
7570,0.000000,0.0000,0.000000
7571,0.000000,0.0000,0.000000
7572,0.000000,0.0000,0.000000
7573,0.000000,0.0000,0.000000
7574,0.000000,0.0000,0.000000
7575,0.000000,0.0000,0.000000
7576,0.000000,0.0000,0.000000
7577,0.000000,0.0000,0.000000
7578,0.000000,0.0000,0.000000
7579,0.000000,0.0000,0.000000
7580,0.000000,0.0000,0.000000
7581,0.000000,0.0000,0.000000
7582,0.000000,0.0000,0.000000
7583,0.000000,0.0000,0.000000
7584,0.000000,0.0000,0.000000
7585,0.000000,0.0000,0.000000
7586,0.000000,0.0000,0.000000
7587,0.000000,0.0000,0.000000
7588,0.000000,0.0000,0.000000
7589,0.000000,0.0000,0.000000
7590,0.000000,0.0000,0.000000
7591,0.000000,0.0000,0.000000
7592,0.000000,0.0000,0.000000
7593,0.000000,0.0000,0.000000
7594,0.000000,0.0000,0.000000
7595,0.000000,0.0000,0.000000
7596,0.000000,0.0000,0.000000
7597,0.000000,0.0000,0.000000
7598,0.000000,0.0000,0.000000
7599,0.000000,0.0000,0.000000
7600,0.000000,0.0000,0.000000
7601,0.000000,0.0000,0.000000
7602,0.000000,0.0000,0.000000
7603,0.000000,0.0000,0.000000
7604,0.000000,0.0000,0.000000
7605,0.000000,0.0000,0.000000
7606,0.000000,0.0000,0.051255
7607,0.000000,0.0000,0.000000
7608,0.000000,0.0000,0.071768
7609,0.000000,0.0000,0.000000
7610,0.000000,0.0000,0.000000
7611,0.000000,0.0000,0.000000
7612,0.008849,4.1347,0.075105
7613,0.012142,5.6733,0.096540
7614,0.013391,6.2569,0.104604
7615,0.013154,6.1465,0.103077
7616,0.011908,5.5642,0.095032
7617,0.010786,5.0398,0.087768
7618,0.011486,5.3670,0.092303
7619,0.013147,6.1430,0.103029
7620,0.011244,5.2540,0.090740
7621,0.008962,4.1874,0.075849
7622,0.000000,0.0000,0.000000
7623,0.000000,0.0000,0.000000
7624,0.000000,0.0000,0.000000
7625,0.000000,0.0000,0.000000
7626,0.000000,0.0000,0.000000
7627,0.000000,0.0000,0.000000
7628,0.000000,0.0000,0.000000
7629,0.000000,0.0000,0.000000
7630,0.000000,0.0000,0.000000
7631,0.000000,0.0000,0.000000
7632,0.000000,0.0000,0.000000
7633,0.000000,0.0000,0.000000
7634,0.000000,0.0000,0.000000
7635,0.000000,0.0000,0.000000
7636,0.000000,0.0000,0.000000
7637,0.000000,0.0000,0.000000
7638,0.000000,0.0000,0.000000
7639,0.000000,0.0000,0.000000
7640,0.000000,0.0000,0.000000
7641,0.000000,0.0000,0.000000
7642,0.000000,0.0000,0.000000
7643,0.000000,0.0000,0.000000
7644,0.000000,0.0000,0.000000
7645,0.000000,0.0000,0.000000
7646,0.000000,0.0000,0.000000
7647,0.000000,0.0000,0.000000
7648,0.000000,0.0000,0.000000
7649,0.000000,0.0000,0.000000
7650,0.000000,0.0000,0.000000
7651,0.000000,0.0000,0.000000
7652,0.000000,0.0000,0.000000
7653,0.000000,0.0000,0.000000
7654,0.000000,0.0000,0.000000
7655,0.000000,0.0000,0.000000
7656,0.000000,0.0000,0.000000
7657,0.000000,0.0000,0.000000
7658,0.013038,6.0921,0.061367
7659,0.011599,5.4197,0.055744
7660,0.017586,8.2171,0.078989
7661,0.011360,5.3080,0.054806
7662,0.000000,0.0000,0.000000
7663,0.000000,0.0000,0.000000
7664,0.000000,0.0000,0.000000
7665,0.000000,0.0000,0.000000
7666,0.000000,0.0000,0.000000
7667,0.000000,0.0000,0.000000
7668,0.000000,0.0000,0.000000
7669,0.000000,0.0000,0.000000
7670,0.000000,0.0000,0.000000
7671,0.000000,0.0000,0.000000
7672,0.000000,0.0000,0.000000
7673,0.000000,0.0000,0.000000
7674,0.000000,0.0000,0.000000
7675,0.000000,0.0000,0.000000
7676,0.000000,0.0000,0.000000
7677,0.000000,0.0000,0.000000
7678,0.000000,0.0000,0.000000
7679,0.000000,0.0000,0.000000
7680,0.000000,0.0000,0.000000
7681,0.000000,0.0000,0.000000
7682,0.000000,0.0000,0.000000
7683,0.000000,0.0000,0.000000
7684,0.000000,0.0000,0.000000
7685,0.000000,0.0000,0.000000
7686,0.000000,0.0000,0.000000
7687,0.000000,0.0000,0.000000
7688,0.000000,0.0000,0.000000
7689,0.000000,0.0000,0.000000
7690,0.000000,0.0000,0.000000
7691,0.000000,0.0000,0.000000
7692,0.000000,0.0000,0.000000
7693,0.000000,0.0000,0.000000
7694,0.000000,0.0000,0.000000
7695,0.000000,0.0000,0.000000
7696,0.000000,0.0000,0.000000
7697,0.000000,0.0000,0.000000
7698,0.000000,0.0000,0.000000
7699,0.000000,0.0000,0.000000
7700,0.000000,0.0000,0.000000
7701,0.000000,0.0000,0.000000
7702,0.000000,0.0000,0.000000
7703,0.000000,0.0000,0.000000
7704,0.000000,0.0000,0.000000
7705,0.000000,0.0000,0.000000
7706,0.000000,0.0000,0.000000
7707,0.000000,0.0000,0.000000
7708,0.000000,0.0000,0.000000
7709,0.000000,0.0000,0.000000
7710,0.000000,0.0000,0.000000
7711,0.000000,0.0000,0.000000
7712,0.000000,0.0000,0.000000
7713,0.000000,0.0000,0.000000
7714,0.000000,0.0000,0.000000
7715,0.000000,0.0000,0.000000
7716,0.000000,0.0000,0.000000
7717,0.000000,0.0000,0.000000
7718,0.000000,0.0000,0.000000
7719,0.000000,0.0000,0.000000
7720,0.000000,0.0000,0.000000
7721,0.000000,0.0000,0.000000
7722,0.000000,0.0000,0.000000
7723,0.000000,0.0000,0.000000
7724,0.000000,0.0000,0.000000
7725,0.000000,0.0000,0.000000
7726,0.000000,0.0000,0.000000
7727,0.000000,0.0000,0.000000
7728,0.000000,0.0000,0.000000
7729,0.000000,0.0000,0.000000
7730,0.000000,0.0000,0.000000
7731,0.000000,0.0000,0.000000
7732,0.000000,0.0000,0.000000
7733,0.000000,0.0000,0.000000
7734,0.000000,0.0000,0.000000
7735,0.000000,0.0000,0.000000
7736,0.000000,0.0000,0.000000
7737,0.000000,0.0000,0.000000
7738,0.000000,0.0000,0.000000
7739,0.000000,0.0000,0.000000
7740,0.000891,0.4162,0.024811
7741,0.001458,0.6814,0.033831
7742,0.000000,0.0000,0.000000
7743,0.000000,0.0000,0.000000
7744,0.000000,0.0000,0.000000
7745,0.000000,0.0000,0.000000
7746,0.000000,0.0000,0.000000
7747,0.000000,0.0000,0.000000
7748,0.000000,0.0000,0.000000
7749,0.000000,0.0000,0.000000
7750,0.000000,0.0000,0.000000
7751,0.000000,0.0000,0.000000
7752,0.000000,0.0000,0.000000
7753,0.000000,0.0000,0.000000
7754,0.000000,0.0000,0.000000
7755,0.000000,0.0000,0.000000
7756,0.000000,0.0000,0.000000
7757,0.000000,0.0000,0.000000
7758,0.000000,0.0000,0.000000
7759,0.000000,0.0000,0.000000
7760,0.000000,0.0000,0.000000
7761,0.000000,0.0000,0.000000
7762,0.000000,0.0000,0.000000
7763,0.000000,0.0000,0.000000
7764,0.000000,0.0000,0.000000
7765,0.000000,0.0000,0.000000
7766,0.000000,0.0000,0.000000
7767,0.000000,0.0000,0.000000
7768,0.000000,0.0000,0.000000
7769,0.000000,0.0000,0.000000
7770,0.000000,0.0000,0.000000
7771,0.000000,0.0000,0.000000
7772,0.000000,0.0000,0.000000
7773,0.000000,0.0000,0.000000
7774,0.000000,0.0000,0.000000
7775,0.000000,0.0000,0.000000
7776,0.000000,0.0000,0.000000
7777,0.000000,0.0000,0.000000
7778,0.000000,0.0000,0.000000
7779,0.000000,0.0000,0.000000
7780,0.000000,0.0000,0.000000
7781,0.000000,0.0000,0.000000
7782,0.000000,0.0000,0.000000
7783,0.000000,0.0000,0.000000
7784,0.000000,0.0000,0.000000
7785,0.000000,0.0000,0.000000
7786,0.000000,0.0000,0.000000
7787,0.000000,0.0000,0.000000
7788,0.000000,0.0000,0.000000
7789,0.000000,0.0000,0.000000
7790,0.000000,0.0000,0.000000
7791,0.000000,0.0000,0.000000
7792,0.000000,0.0000,0.000000
7793,0.000000,0.0000,0.000000
7794,0.000000,0.0000,0.000000
7795,0.000000,0.0000,0.000000
7796,0.000000,0.0000,0.000000
7797,0.000000,0.0000,0.000000
7798,0.000000,0.0000,0.000000
7799,0.000000,0.0000,0.000000
7800,0.000000,0.0000,0.000000
7801,0.000000,0.0000,0.000000
7802,0.000000,0.0000,0.000000
7803,0.000000,0.0000,0.000000
7804,0.000000,0.0000,0.000000
7805,0.000000,0.0000,0.000000
7806,0.000000,0.0000,0.000000
7807,0.000000,0.0000,0.000000
7808,0.000000,0.0000,0.000000
7809,0.000000,0.0000,0.000000
7810,0.000000,0.0000,0.000000
7811,0.000000,0.0000,0.000000
7812,0.000000,0.0000,0.000000
7813,0.000000,0.0000,0.000000
7814,0.000000,0.0000,0.000000
7815,0.000000,0.0000,0.000000
7816,0.000000,0.0000,0.000000
7817,0.000000,0.0000,0.000000
7818,0.000000,0.0000,0.000000
7819,0.000000,0.0000,0.000000
7820,0.000000,0.0000,0.000000
7821,0.000000,0.0000,0.000000
7822,0.000000,0.0000,0.000000
7823,0.000000,0.0000,0.000000
7824,0.000000,0.0000,0.000000
7825,0.000000,0.0000,0.000000
7826,0.000000,0.0000,0.000000
7827,0.000000,0.0000,0.000000
7828,0.000000,0.0000,0.000000
7829,0.000000,0.0000,0.000000
7830,0.000000,0.0000,0.000000
7831,0.000000,0.0000,0.000000
7832,0.000000,0.0000,0.000000
7833,0.000000,0.0000,0.000000
7834,0.000000,0.0000,0.000000
7835,0.000000,0.0000,0.000000
7836,0.000000,0.0000,0.000000
7837,0.000000,0.0000,0.000000
7838,0.000000,0.0000,0.000000
7839,0.000000,0.0000,0.000000
7840,0.000000,0.0000,0.000000
7841,0.000000,0.0000,0.000000
7842,0.000000,0.0000,0.000000
7843,0.000000,0.0000,0.000000
7844,0.000000,0.0000,0.000000
7845,0.000000,0.0000,0.000000
7846,0.000000,0.0000,0.000000
7847,0.000000,0.0000,0.000000
7848,0.000000,0.0000,0.000000
7849,0.000000,0.0000,0.000000
7850,0.000000,0.0000,0.000000
7851,0.000000,0.0000,0.000000
7852,0.000000,0.0000,0.000000
7853,0.000000,0.0000,0.000000
7854,0.000000,0.0000,0.000000
7855,0.000000,0.0000,0.000000
7856,0.000000,0.0000,0.000000
7857,0.000000,0.0000,0.000000
7858,0.000000,0.0000,0.000000
7859,0.000000,0.0000,0.000000
7860,0.000000,0.0000,0.000000
7861,0.000000,0.0000,0.000000
7862,0.000000,0.0000,0.000000
7863,0.000000,0.0000,0.000000
7864,0.000000,0.0000,0.000000
7865,0.000000,0.0000,0.000000
7866,0.000000,0.0000,0.000000
7867,0.000000,0.0000,0.000000
7868,0.000000,0.0000,0.000000
7869,0.000000,0.0000,0.000000
7870,0.000000,0.0000,0.000000
7871,0.000000,0.0000,0.000000
7872,0.000000,0.0000,0.000000
7873,0.000000,0.0000,0.000000
7874,0.000000,0.0000,0.000000
7875,0.000000,0.0000,0.000000
7876,0.000000,0.0000,0.000000
7877,0.000000,0.0000,0.000000
7878,0.000000,0.0000,0.000000
7879,0.000000,0.0000,0.000000
7880,0.000000,0.0000,0.000000
7881,0.000000,0.0000,0.000000
7882,0.000000,0.0000,0.000000
7883,0.000000,0.0000,0.000000
7884,0.000000,0.0000,0.000000
7885,0.000000,0.0000,0.000000
7886,0.000000,0.0000,0.000000
7887,0.000000,0.0000,0.000000
7888,0.000000,0.0000,0.000000
7889,0.000000,0.0000,0.000000
7890,0.000000,0.0000,0.000000
7891,0.000000,0.0000,0.000000
7892,0.000000,0.0000,0.000000
7893,0.000000,0.0000,0.000000
7894,0.000000,0.0000,0.000000
7895,0.000000,0.0000,0.000000
7896,0.000000,0.0000,0.000000
7897,0.000000,0.0000,0.000000
7898,0.000000,0.0000,0.000000
7899,0.000000,0.0000,0.000000
7900,0.000000,0.0000,0.000000
7901,0.000000,0.0000,0.000000
7902,0.000000,0.0000,0.000000
7903,0.000000,0.0000,0.000000
7904,0.000000,0.0000,0.000000
7905,0.000000,0.0000,0.000000
7906,0.000000,0.0000,0.000000
7907,0.000000,0.0000,0.000000
7908,0.000000,0.0000,0.000000
7909,0.000000,0.0000,0.000000
7910,0.000000,0.0000,0.000000
7911,0.000000,0.0000,0.000000
7912,0.000000,0.0000,0.000000
7913,0.000000,0.0000,0.000000
7914,0.000000,0.0000,0.000000
7915,0.000000,0.0000,0.000000
7916,0.000000,0.0000,0.000000
7917,0.000000,0.0000,0.000000
7918,0.000000,0.0000,0.000000
7919,0.000000,0.0000,0.000000
7920,0.000000,0.0000,0.000000
7921,0.000000,0.0000,0.000000
7922,0.000000,0.0000,0.000000
7923,0.000000,0.0000,0.000000
7924,0.000000,0.0000,0.000000
7925,0.000000,0.0000,0.000000
7926,0.000000,0.0000,0.000000
7927,0.000000,0.0000,0.000000
7928,0.000000,0.0000,0.000000
7929,0.000000,0.0000,0.000000
7930,0.000000,0.0000,0.000000
7931,0.000000,0.0000,0.000000
7932,0.000000,0.0000,0.000000
7933,0.000000,0.0000,0.000000
7934,0.000000,0.0000,0.000000
7935,0.000000,0.0000,0.000000
7936,0.000000,0.0000,0.000000
7937,0.000000,0.0000,0.000000
7938,0.000000,0.0000,0.000000
7939,0.000000,0.0000,0.000000
7940,0.000000,0.0000,0.000000
7941,0.000000,0.0000,0.000000
7942,0.000000,0.0000,0.000000
7943,0.000000,0.0000,0.000000
7944,0.000000,0.0000,0.000000
7945,0.000000,0.0000,0.000000
7946,0.000000,0.0000,0.000000
7947,0.000000,0.0000,0.000000
7948,0.000000,0.0000,0.000000
7949,0.000000,0.0000,0.000000
7950,0.000000,0.0000,0.000000
7951,0.000000,0.0000,0.000000
7952,0.000000,0.0000,0.000000
7953,0.000000,0.0000,0.000000
7954,0.000000,0.0000,0.000000
7955,0.000000,0.0000,0.000000
7956,0.000000,0.0000,0.000000
7957,0.000000,0.0000,0.000000
7958,0.000000,0.0000,0.000000
7959,0.000000,0.0000,0.000000
7960,0.000000,0.0000,0.000000
7961,0.000000,0.0000,0.000000
7962,0.000000,0.0000,0.000000
7963,0.000000,0.0000,0.000000
7964,0.000000,0.0000,0.000000
7965,0.000000,0.0000,0.000000
7966,0.000000,0.0000,0.000000
7967,0.000000,0.0000,0.000000
